# Beam : 58Ni + 58Ni 32 MeV/A
# CSI calib based on data for Si-CsI identified isotopes of Z=2-6
# E_CsI calculated from deltaE in silicon detector
# Initial parameter values from INDRA_camp5, only a1 varied in fit
RunList:                                  51000-64116  
SignalIn:                                 TotLight
SignalOut:                                Energy
CalibType:                                LightEnergy
CalibClass:                               LightEnergyCsI
CSI_0601: 22.5793 ,  0.4174 ,  6.01 ,  0.385
CSI_0604: 24.1485 ,  0.434404 ,  6.01 ,  0.385
CSI_0605: 20.6399 ,  0.47471 ,  6.01 ,  0.385
CSI_0606: 22.7177 ,  0.277784 ,  6.01 ,  0.385
CSI_0607: 22.7193 ,  0.383114 ,  6.01 ,  0.385
CSI_0608: 20.4908 ,  0.326834 ,  6.01 ,  0.385
CSI_0609: 28.5435 ,  1.23509 ,  6.01 ,  0.385
CSI_0610: 18.6215 ,  0.289042 ,  6.01 ,  0.385
CSI_0612: 1.56957 ,  0.459115 ,  6.00972 ,  0.385
CSI_0613: 17.5452 ,  0.453778 ,  6.00968 ,  0.385
CSI_0614: 14.1844 ,  0.542616 ,  6.01 ,  0.385
CSI_0616: 25.5378 ,  0.311821 ,  6.01 ,  0.385
CSI_0617: 22.5604 ,  0.289132 ,  6.01 ,  0.385
CSI_0618: 23.3349 ,  0.350352 ,  6.00987 ,  0.385
CSI_0619: 21.9426 ,  0.448926 ,  6.00999 ,  0.385
CSI_0620: 19.265 ,  0.478397 ,  6.01 ,  0.385
CSI_0621: 26.796 ,  0.425273 ,  6.01 ,  0.385
CSI_0623: 11.387 ,  0.380293 ,  6.01 ,  0.385
CSI_0624: 24.573 ,  0.23813 ,  6.0093 ,  0.385
CSI_0701: 21.7091 ,  0.347654 ,  6.01 ,  0.385
CSI_0702: 11.7103 ,  0.323315 ,  6.00999 ,  0.385
CSI_0703: 20.6546 ,  0.246661 ,  6.00966 ,  0.385
CSI_0704: 1.48509 ,  0.851677 ,  6.01 ,  0.385
CSI_0705: 26.2262 ,  0.465638 ,  6.01 ,  0.385
CSI_0706: 19.67 ,  0.52251 ,  6.01 ,  0.385
CSI_0707: 30.2642 ,  0.325717 ,  6.00999 ,  0.385
CSI_0708: 35.1797 ,  0.277491 ,  6.01 ,  0.385
CSI_0709: 18.9513 ,  0.303456 ,  6.01 ,  0.385
CSI_0710: 17.0528 ,  0.3578 ,  6.01 ,  0.385
CSI_0711: 3.5569 ,  0.273996 ,  6.00999 ,  0.385
CSI_0712: 1.5735 ,  0.450758 ,  6.01 ,  0.385
CSI_0713: 23.0736 ,  0.482846 ,  6.01 ,  0.385
CSI_0714: 26.3492 ,  0.415158 ,  6.01 ,  0.385
CSI_0715: 25.2619 ,  0.263771 ,  6.00997 ,  0.385
CSI_0716: 13.8726 ,  0.240041 ,  6.01 ,  0.385
CSI_0717: 11.7931 ,  0.407508 ,  6.00992 ,  0.385
CSI_0719: 11.5767 ,  0.242501 ,  6.01 ,  0.385
CSI_0721: 24.7198 ,  0.322346 ,  6.01 ,  0.385
CSI_0722: 21.6167 ,  0.400746 ,  6.01 ,  0.385
CSI_0723: 25.4554 ,  0.370891 ,  6.00999 ,  0.385
CSI_0724: 27.2351 ,  0.240836 ,  6.00996 ,  0.385
CSI_0801: 18.0481 ,  0.290788 ,  6.01 ,  0.385
CSI_0802: 21.7862 ,  0.211438 ,  6.00998 ,  0.385
CSI_0803: 25.6789 ,  0.30319 ,  6.00963 ,  0.385
CSI_0804: 25.3415 ,  0.366301 ,  6.01 ,  0.385
CSI_0805: 25.3429 ,  0.25493 ,  6.01 ,  0.385
CSI_0806: 24.2482 ,  0.226205 ,  6.01 ,  0.385
CSI_0807: 1.24056 ,  0.438994 ,  6.00997 ,  0.385
CSI_0808: 23.9113 ,  0.278191 ,  6.00994 ,  0.385
CSI_0810: 21.317 ,  0.265524 ,  6.00999 ,  0.385
CSI_0811: 28.4319 ,  0.284601 ,  6.01 ,  0.385
CSI_0812: 14.6617 ,  0.214623 ,  6.01 ,  0.385
CSI_0813: 22.9693 ,  0.344172 ,  6.00999 ,  0.385
CSI_0814: 29.2948 ,  0.234127 ,  6 ,  0.385
CSI_0815: 24.2497 ,  0.483497 ,  6.00996 ,  0.385
CSI_0816: 20.6016 ,  0.236992 ,  6.00999 ,  0.385
